name,address,phone,website,description
Relocation Sales Lettings and Property Management,"Blucher Street 52
B1 1QU Birmingham, United Kingdom",Not provided,http://www.relocationlettings.com/,"General information
Estate Agents Birmingham and Letting Agents Birmingham from Relocation Lettings. Providers of Houses to Rent Birmingham Flats to Rent Birmingham and Lettings Birmingham. Relocation Lettings is located in Birmingham West Midlands."

Eagle Canyon Property Sales and Rentals,"3 Blueberry St, Radiokop
2040 Johannesburg, South Africa",Not provided,http://www.eaglecanyon.co.za/,"General information
Are you dreaming of living the good life at Eagle Canyon Golf Estate?Eagle Canyon Property Brokers provides you with the latest property investment market trends and insights.You'll also find information on our latest sales and rental offerings."

Atlantic Beach Property Sales (Pty) Ltd,"1 Fairway Drive
7441 Melkbosstrand, South Africa",Not provided,http://www.atlanticbeach.co.za/,"General information
The Jewel Of The West Coast.
Escape the Ordinary and give your collegues, clients or friends, the experience of a life time!"

Atlantic Beach Property Sales (Pty) Ltd,"1 Fairway Drive
7441 Melkbosstrand, South Africa",Not provided,http://www.atlanticbeach.co.za/,"General information
The Jewel Of The West Coast.
Escape the Ordinary and give your collegues, clients or friends, the experience of a life time!"

Simple Solutions Landscaping & Snow Removal,"49 Wynn Road
M2R 1T1 North York, Canada",4162713503 (Main),https://www.simple-solutions.ca/,"General information
Whether your property maintenance and landscaping construction service needs are weekly, seasonal, or perhaps for a special circumstance such as preparing your property for sale or to host an outdoor reception, the skilled crews from Simple Solutions Landscaping and Snow Removal can help. We are one of the reputable landscaping companies, possessing the knowledge, experience, and tools necessary to deliver the character and curb appeal that you want for your property.
As a leading landscaping company, stand true to our reputation by offering landscape maintenance, construction, and snow removal services in Toronto, North York, and nearby places. Our services include spring clean up, grass cutting, mulching, and more."

Mahindra Happinest Kalyan,"Gate Number 2, Sapna Industrial Estate, Saravali, Ranjnoli, Bhiwandi, Maharashtra
421311 Kalyan, India",08657567240 (Main),https://www.mahindralifespaces.com/real-estate-properties/m…,"General information
Mahindra Happinest Kalyan is a new residential project in Kalyan by Mahindra Lifespaces located on the Bhiwandi-Kalyan corridor. It spreads over 9 acres, comprising 7 towers offering 1 BHK & 2 BHK flats for sale in Kalyan. Happinest Kalyan is a place where you and your family will thrive in harmony with nature."

HAP Sales and Lettings (Home And Property Sales and Lettings),"362 Great Western Road
G4 9HT Glasgow, United Kingdom",Not provided,http://www.haplettings.co.uk/,"General information
Josh Hardy, the managing director and founder of HAP (Home And Property) Sales & Lettings has been involved with property for the last 16 years. Having been involved with growing a small independent letting agency into one of Glasgow’s largest, which was then sold to a large PLC Property company, Josh’s sole focus is keeping HAP Sales & Lettings an independent local company personally looking after our clients.
HAP first opened in Queen Street in the centre of Glasgow. It was here where the business grew rapidly from a team of two to our friendly team we have now. To accommodate our growing team, in June 2014 we moved to our shop premises on Great Western Road. This location has proved extremely beneficial in that we have a very busy main road presence and we can reach most parts of Glasgow within twenty minutes.
We want to be the agent of choice for anyone considering selling or letting a property, Home owner or Home Buyer, Landlord or Tenant, by being the best in our profession. We will provide an outstanding level of service to our clients, making moving an easy seamless and pleasurable experience. This is delivered by making clients feels special and by providing a full range of services.
We believe in building a long term relationship with our clients and will stay in contact with clients long after their transaction has concluded so we remain the agent of choice. 70% of our business will comes from recommendations and referrals by delivering exceptional service and simply asking for the business.
OUR CLIENTS - are the most important part of our business. Our main focus is to deliver outstanding service, making moving an easy, seamless & pleasurable experience.
OUR TEAM - is our most valuable asset and we work together in an atmosphere of fun and respect. We support each other to deliver exceptional customer care and achieve our personal goals.
OUR BUSINESS - provides a one-stop service for all property letting matters. Our business is built on 7 strong principles and we have a shared vision to be the best in our profession both in terms of service and results. • INTEGRITY • TEAMWORK • PASSION • PROFESSIONALISM • FUN • CHANGE • CARING • INDUSTRIOUS"
